Classifications,Property Names,Property Types
IfcBoiler,EnergySource,"['COAL', 'COAL_PULVERIZED', 'ELECTRICITY', 'GAS', 'NOTKNOWN', 'OIL', 'OTHER', 'PROPANE', 'UNSET', 'WOOD', 'WOOD_CHIP', 'WOOD_PELLET', 'WOOD_PULVERIZED']"
IfcBoiler,HeatTransferSurfaceArea,real
IfcBoiler,IsWaterStorageHeater,"['TRUE', 'FALSE']"
IfcBoiler,NominalEnergyConsumption,real
IfcBoiler,OperatingMode,"['FIXED', 'MODULATING', 'NOTKNOWN', 'OTHER', 'TWOSTEP', 'UNSET']"
IfcBoiler,PressureRating,real
IfcBoiler,Reference,string
IfcBoiler,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcBoiler,WaterStorageCapacity,real
IfcBoiler,GrossWeight,real
IfcBoiler,NetWeight,real
IfcBoiler,TotalSurfaceArea,real
IfcBurner,EnergySource,"['COAL', 'COAL_PULVERIZED', 'ELECTRICITY', 'GAS', 'NOTKNOWN', 'OIL', 'OTHER', 'PROPANE', 'UNSET', 'WOOD', 'WOOD_CHIP', 'WOOD_PELLET', 'WOOD_PULVERIZED']"
IfcBurner,Reference,string
IfcBurner,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcBurner,GrossWeight,real
IfcChiller,ChillerCapacity,real
IfcChiller,NominalCondensingTemperature,real
IfcChiller,NominalEfficiency,real
IfcChiller,NominalEvaporatingTemperature,real
IfcChiller,NominalHeatRejectionRate,real
IfcChiller,NominalPowerConsumption,real
IfcChiller,Reference,string
IfcChiller,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcChiller,GrossWeight,real
IfcCoil,HasSoundAttenuation,"['TRUE', 'FALSE']"
IfcCoil,CoilPlacement,"['CEILING', 'FLOOR', 'NOTKNOWN', 'OTHER', 'UNIT', 'UNSET']"
IfcCoil,NominalLatentCapacity,real
IfcCoil,NominalSensibleCapacity,real
IfcCoil,NominalUA,real
IfcCoil,Reference,string
IfcCoil,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcCoil,BypassFactor,real
IfcCoil,CoilConnectionDirection,"['LEFT', 'NOTKNOWN', 'OTHER', 'RIGHT', 'UNSET']"
IfcCoil,CoilCoolant,"['BRINE', 'GLYCOL', 'NOTKNOWN', 'OTHER', 'UNSET', 'WATER']"
IfcCoil,CoilFaceArea,real
IfcCoil,CoilFluidArrangement,"['CROSSCOUNTERFLOW', 'CROSSFLOW', 'CROSSPARALLELFLOW', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcCoil,HeatExchangeSurfaceArea,real
IfcCoil,PrimarySurfaceArea,real
IfcCoil,SecondarySurfaceArea,real
IfcCoil,SensibleHeatRatio,real
IfcCoil,WetCoilFraction,real
IfcCoil,GrossWeight,real
IfcCompressor,CompressorSpeed,real
IfcCompressor,HasHotGasBypass,"['TRUE', 'FALSE']"
IfcCompressor,IdealCapacity,real
IfcCompressor,IdealShaftPower,real
IfcCompressor,ImpellerDiameter,real
IfcCompressor,MaximumPartLoadRatio,real
IfcCompressor,MinimumPartLoadRatio,real
IfcCompressor,NominalCapacity,real
IfcCompressor,PowerSource,"['ENGINEDRIVEN', 'GASTURBINE', 'MOTORDRIVEN', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcCompressor,Reference,string
IfcCompressor,RefrigerantClass,"['AMMONIA', 'CFC', 'CO2', 'H2O', 'HCFC', 'HFC', 'HYDROCARBONS', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcCompressor,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcCompressor,GrossWeight,real
IfcCondenser,ExternalSurfaceArea,real
IfcCondenser,InternalRefrigerantVolume,real
IfcCondenser,InternalSurfaceArea,real
IfcCondenser,InternalWaterVolume,real
IfcCondenser,NominalHeatTransferArea,real
IfcCondenser,NominalHeatTransferCoefficient,real
IfcCondenser,Reference,string
IfcCondenser,RefrigerantClass,"['AMMONIA', 'CFC', 'CO2', 'H2O', 'HCFC', 'HFC', 'HYDROCARBONS', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcCondenser,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcCondenser,GrossWeight,real
IfcCooledBeam,CoilLength,real
IfcCooledBeam,CoilWidth,real
IfcCooledBeam,FinishColour,string
IfcCooledBeam,IntegratedLightingType,"['DIRECT', 'DIRECTANDINDIRECT', 'INDIRECT', 'NONE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcCooledBeam,IsFreeHanging,"['TRUE', 'FALSE']"
IfcCooledBeam,NominalCoolingCapacity,real
IfcCooledBeam,NominalHeatingCapacity,real
IfcCooledBeam,NominalReturnWaterTemperatureCooling,real
IfcCooledBeam,NominalReturnWaterTemperatureHeating,real
IfcCooledBeam,NominalSupplyWaterTemperatureCooling,real
IfcCooledBeam,NominalSupplyWaterTemperatureHeating,real
IfcCooledBeam,NominalSurroundingHumidityCooling,real
IfcCooledBeam,NominalSurroundingTemperatureCooling,real
IfcCooledBeam,NominalSurroundingTemperatureHeating,real
IfcCooledBeam,NominalWaterFlowCooling,real
IfcCooledBeam,NominalWaterFlowHeating,real
IfcCooledBeam,PipeConnection,"['LEFT', 'NOTKNOWN', 'OTHER', 'RIGHT', 'STRAIGHT', 'TOP', 'UNSET']"
IfcCooledBeam,Reference,string
IfcCooledBeam,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcCooledBeam,WaterFlowControlSystemType,"['2WAYVALVE', '3WAYVALVE', 'NONE', 'NOTKNOWN', 'ONOFFVALVE', 'OTHER', 'UNSET']"
IfcCooledBeam,GrossWeight,real
IfcCoolingTower,AmbientDesignDryBulbTemperature,real
IfcCoolingTower,AmbientDesignWetBulbTemperature,real
IfcCoolingTower,BasinReserveVolume,real
IfcCoolingTower,CapacityControl,"['BYPASSVALVECONTROL', 'DAMPERSCONTROL', 'FANCYCLING', 'MULTIPLESERIESPUMPS', 'NOTKNOWN', 'OTHER', 'TWOSPEEDFAN', 'TWOSPEEDPUMP', 'UNSET', 'VARIABLESPEEDFAN', 'VARIABLESPEEDPUMP']"
IfcCoolingTower,CircuitType,"['CLOSEDCIRCUITDRY', 'CLOSEDCIRCUITDRYWET', 'CLOSEDCIRCUITWET', 'NOTKNOWN', 'OPENCIRCUIT', 'OTHER', 'UNSET']"
IfcCoolingTower,ControlStrategy,"['FIXEDEXITINGWATERTEMP', 'NOTKNOWN', 'OTHER', 'UNSET', 'WETBULBTEMPRESET']"
IfcCoolingTower,FlowArrangement,"['COUNTERFLOW', 'CROSSFLOW', 'NOTKNOWN', 'OTHER', 'PARALLELFLOW', 'UNSET']"
IfcCoolingTower,LiftElevationDifference,real
IfcCoolingTower,NominalCapacity,real
IfcCoolingTower,OperationTemperatureRange,real
IfcCoolingTower,Reference,string
IfcCoolingTower,SprayType,"['FILMTYPEFILL', 'NOTKNOWN', 'OTHER', 'SPLASHTYPEFILL', 'SPRAYFILLED', 'UNSET']"
IfcCoolingTower,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcCoolingTower,WaterRequirement,real
IfcCoolingTower,GrossWeight,real
IfcDamper,SizingMethod,"['EXACT', 'NOMINAL', 'NOTKNOWN', 'UNSET']"
IfcDamper,BladeAction,"['FOLDINGCURTAIN', 'NOTKNOWN', 'OPPOSED', 'OTHER', 'PARALLEL', 'SINGLE', 'UNSET']"
IfcDamper,BladeEdge,"['CRIMPED', 'NOTKNOWN', 'OTHER', 'UNCRIMPED', 'UNSET']"
IfcDamper,BladeShape,"['EXTRUDEDAIRFOIL', 'FABRICATEDAIRFOIL', 'FLAT', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcDamper,BladeThickness,real
IfcDamper,CloseOffRating,real
IfcDamper,FaceArea,real
IfcDamper,FrameDepth,real
IfcDamper,FrameThickness,real
IfcDamper,FrameType,string
IfcDamper,LeakageFullyClosed,real
IfcDamper,MaximumAirFlowRate,real
IfcDamper,MaximumWorkingPressure,real
IfcDamper,NominalAirFlowRate,real
IfcDamper,OpenPressureDrop,real
IfcDamper,Operation,"['AUTOMATIC', 'MANUAL', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcDamper,Orientation,"['HORIZONTAL', 'NOTKNOWN', 'OTHER', 'UNSET', 'VERTICAL', 'VERTICALORHORIZONTAL']"
IfcDamper,Reference,string
IfcDamper,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcDamper,TemperatureRating,real
IfcDamper,GrossWeight,real
IfcDuctFitting,Colour,string
IfcDuctFitting,HasLiner,"['TRUE', 'FALSE']"
IfcDuctFitting,InteriorRoughnessCoefficient,real
IfcDuctFitting,PressureClass,real
IfcDuctFitting,Reference,string
IfcDuctFitting,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcDuctFitting,GrossCrossSectionArea,real
IfcDuctFitting,GrossWeight,real
IfcDuctFitting,Length,real
IfcDuctFitting,NetCrossSectionArea,real
IfcDuctFitting,OuterSurfaceArea,real
IfcDuctSegment,Colour,string
IfcDuctSegment,HasLiner,"['TRUE', 'FALSE']"
IfcDuctSegment,InteriorRoughnessCoefficient,real
IfcDuctSegment,CrossSectionShape,"['FLATOVAL', 'NOTKNOWN', 'OTHER', 'RECTANGULAR', 'ROUND', 'UNSET']"
IfcDuctSegment,LongitudinalSeam,string
IfcDuctSegment,NominalDiameterOrWidth,real
IfcDuctSegment,NominalHeight,real
IfcDuctSegment,Reference,string
IfcDuctSegment,Reinforcement,string
IfcDuctSegment,ReinforcementSpacing,real
IfcDuctSegment,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcDuctSegment,WorkingPressure,real
IfcDuctSegment,GrossCrossSectionArea,real
IfcDuctSegment,GrossWeight,real
IfcDuctSegment,Length,real
IfcDuctSegment,NetCrossSectionArea,real
IfcDuctSegment,OuterSurfaceArea,real
IfcDuctSilencer,HasExteriorInsulation,"['TRUE', 'FALSE']"
IfcDuctSilencer,HydraulicDiameter,real
IfcDuctSilencer,Length,real
IfcDuctSilencer,Reference,string
IfcDuctSilencer,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcDuctSilencer,Weight,real
IfcDuctSilencer,GrossWeight,real
IfcEngine,EnergySource,"['BIFUEL', 'BIODIESEL', 'DIESEL', 'GASOLINE', 'HYDROGEN', 'NATURALGAS', 'OTHER', 'PROPANE', 'SEWAGEGAS', 'UNKNOWN', 'UNSET']"
IfcEngine,Reference,string
IfcEngine,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcEvaporativeCooler,FlowArrangement,"['COUNTERFLOW', 'CROSSFLOW', 'NOTKNOWN', 'OTHER', 'PARALLELFLOW', 'UNSET']"
IfcEvaporativeCooler,HeatExchangeArea,real
IfcEvaporativeCooler,Reference,string
IfcEvaporativeCooler,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcEvaporativeCooler,WaterRequirement,real
IfcEvaporativeCooler,GrossWeight,real
IfcEvaporator,EvaporatorCoolant,"['BRINE', 'GLYCOL', 'NOTKNOWN', 'OTHER', 'UNSET', 'WATER']"
IfcEvaporator,EvaporatorMediumType,"['COLDAIR', 'COLDLIQUID', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcEvaporator,ExternalSurfaceArea,real
IfcEvaporator,InternalRefrigerantVolume,real
IfcEvaporator,InternalSurfaceArea,real
IfcEvaporator,InternalWaterVolume,real
IfcEvaporator,NominalHeatTransferArea,real
IfcEvaporator,NominalHeatTransferCoefficient,real
IfcEvaporator,Reference,string
IfcEvaporator,RefrigerantClass,"['AMMONIA', 'CFC', 'CO2', 'H2O', 'HCFC', 'HFC', 'HYDROCARBONS', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcEvaporator,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcEvaporator,GrossWeight,real
IfcFan,ApplicationOfFan,"['COOLINGTOWER', 'EXHAUSTAIR', 'NOTKNOWN', 'OTHER', 'RETURNAIR', 'SUPPLYAIR', 'UNSET']"
IfcFan,CoilPosition,"['BLOWTHROUGH', 'DRAWTHROUGH', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcFan,DischargeType,"['DAMPER', 'DUCT', 'LOUVER', 'NOTKNOWN', 'OTHER', 'SCREEN', 'UNSET']"
IfcFan,FanMountingType,"['CONCRETEPAD', 'DUCTMOUNTED', 'FIELDERECTEDCURB', 'MANUFACTUREDCURB', 'NOTKNOWN', 'OTHER', 'SUSPENDED', 'UNSET', 'WALLMOUNTED']"
IfcFan,FractionOfMotorHeatToAirStream,real
IfcFan,ImpellerDiameter,real
IfcFan,MotorPosition,"['INAIRSTREAM', 'NOTKNOWN', 'OTHER', 'OUTOFAIRSTREAM', 'UNSET']"
IfcFan,CapacityControlType,"['BLADEPITCHANGLE', 'DISCHARGEDAMPER', 'INLETVANE', 'NOTKNOWN', 'OTHER', 'TWOSPEED', 'UNSET', 'VARIABLESPEEDDRIVE']"
IfcFan,MotorDriveType,"['BELTDRIVE', 'COUPLING', 'DIRECTDRIVE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcFan,NominalAirFlowRate,real
IfcFan,NominalPowerRate,real
IfcFan,NominalRotationSpeed,real
IfcFan,NominalStaticPressure,real
IfcFan,NominalTotalPressure,real
IfcFan,OperationalCriteria,real
IfcFan,Reference,string
IfcFan,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcFan,GrossWeight,real
IfcFilter,FinalResistance,real
IfcFilter,InitialResistance,real
IfcFilter,NominalFilterFaceVelocity,real
IfcFilter,NominalFlowrate,real
IfcFilter,NominalMediaSurfaceVelocity,real
IfcFilter,NominalParticleGeometricMeanDiameter,real
IfcFilter,NominalParticleGeometricStandardDeviation,real
IfcFilter,NominalPressureDrop,real
IfcFilter,Reference,string
IfcFilter,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcFilter,Weight,real
IfcFilter,GrossWeight,real
IfcFlowMeter,FlowMeterOurpose,"['MASTER', 'NOTKNOWN', 'OTHER', 'SUBMASTER', 'SUBMETER', 'UNSET']"
IfcFlowMeter,ReadOutType,"['DIAL', 'DIGITAL', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcFlowMeter,Reference,string
IfcFlowMeter,RemoteReading,"['TRUE', 'FALSE']"
IfcFlowMeter,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcFlowMeter,GrossWeight,real
IfcHeatExchanger,FlowArrangement,"['COUNTERFLOW', 'CROSSFLOW', 'MULTIPASS', 'NOTKNOWN', 'OTHER', 'PARALLELFLOW', 'UNSET']"
IfcHeatExchanger,Reference,string
IfcHeatExchanger,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcHeatExchanger,GrossWeight,real
IfcHumidifier,HumidifierApplication,"['FIXED', 'NOTKNOWN', 'OTHER', 'PORTABLE', 'UNSET']"
IfcHumidifier,InternalControl,"['MODULATING', 'NONE', 'NOTKNOWN', 'ONOFF', 'OTHER', 'STEPPED', 'UNSET']"
IfcHumidifier,NominalAirFlowRate,real
IfcHumidifier,NominalMoistureGain,real
IfcHumidifier,Reference,string
IfcHumidifier,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcHumidifier,WaterRequirement,real
IfcHumidifier,Weight,real
IfcHumidifier,GrossWeight,real
IfcMedicalDevice,Reference,string
IfcMedicalDevice,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcPipeFitting,Colour,string
IfcPipeFitting,InteriorRoughnessCoefficient,real
IfcPipeFitting,FittingLossFactor,real
IfcPipeFitting,PressureClass,real
IfcPipeFitting,Reference,string
IfcPipeFitting,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcPipeFitting,GrossCrossSectionArea,real
IfcPipeFitting,GrossWeight,real
IfcPipeFitting,Length,real
IfcPipeFitting,NetCrossSectionArea,real
IfcPipeFitting,NetWeight,real
IfcPipeFitting,OuterSurfaceArea,real
IfcPipeSegment,BoltholePitch,real
IfcPipeSegment,BoltSize,real
IfcPipeSegment,BoreSize,real
IfcPipeSegment,FlangeDiameter,real
IfcPipeSegment,FlangeStandard,string
IfcPipeSegment,FlangeTable,string
IfcPipeSegment,FlangeThickness,real
IfcPipeSegment,Colour,string
IfcPipeSegment,Gradient,real
IfcPipeSegment,InteriorRoughnessCoefficient,real
IfcPipeSegment,InvertElevation,real
IfcPipeSegment,InnerDiameter,real
IfcPipeSegment,Length,real
IfcPipeSegment,NominalDiameter,real
IfcPipeSegment,OuterDiameter,real
IfcPipeSegment,Reference,string
IfcPipeSegment,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcPipeSegment,WorkingPressure,real
IfcPipeSegment,FootPrintArea,real
IfcPipeSegment,GrossCrossSectionArea,real
IfcPipeSegment,GrossWeight,real
IfcPipeSegment,Length,real
IfcPipeSegment,NetCrossSectionArea,real
IfcPipeSegment,NetWeight,real
IfcPipeSegment,OuterSurfaceArea,real
IfcPump,BaseType,"['BASE', 'FRAME', 'NONE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcPump,DriveConnectionType,"['BELTDRIVE', 'COUPLING', 'DIRECTDRIVE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcPump,ImpellerDiameter,real
IfcPump,ConnectionSize,real
IfcPump,NetPositiveSuctionHead,real
IfcPump,NominalRotationSpeed,real
IfcPump,Reference,string
IfcPump,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcPump,GrossWeight,real
IfcSpaceHeater,BodyMass,real
IfcSpaceHeater,EnergySource,"['COAL', 'COAL_PULVERIZED', 'ELECTRICITY', 'GAS', 'NOTKNOWN', 'OIL', 'OTHER', 'PROPANE', 'UNSET', 'WOOD', 'WOOD_CHIP', 'WOOD_PELLET', 'WOOD_PULVERIZED']"
IfcSpaceHeater,HeatTransferDimension,"['NOTKNOWN', 'OTHER', 'PATH', 'POINT', 'SURFACE', 'UNSET']"
IfcSpaceHeater,HeatTransferMedium,"['NOTKNOWN', 'OTHER', 'STEAM', 'UNSET', 'WATER']"
IfcSpaceHeater,OutputCapacity,real
IfcSpaceHeater,Reference,string
IfcSpaceHeater,SpaceHeaterPlacement,"['BASEBOARD', 'NOTKNOWN', 'OTHER', 'SUSPENDED', 'TOWELWARMER', 'UNSET', 'WALL']"
IfcSpaceHeater,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcSpaceHeater,TemperatureClassification,"['HIGHTEMPERATURE', 'LOWTEMPERATURE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSpaceHeater,ThermalEfficiency,real
IfcSpaceHeater,ThermalMassHeatCapacity,real
IfcSpaceHeater,GrossWeight,real
IfcSpaceHeater,Length,real
IfcSpaceHeater,NetWeight,real
IfcTank,HasLadder,"['TRUE', 'FALSE']"
IfcTank,HasVisualIndicator,"['TRUE', 'FALSE']"
IfcTank,TankComposition,"['COMPLEX', 'ELEMENT', 'NOTKNOWN', 'OTHER', 'PARTIAL', 'UNSET']"
IfcTank,AccessType,"['LOOSECOVER', 'MANHOLE', 'NONE', 'NOTKNOWN', 'OTHER', 'SECUREDCOVER', 'SECUREDCOVERWITHMANHOLE', 'UNSET']"
IfcTank,EffectiveCapacity,real
IfcTank,EndShapeType,"['CONCAVECONVEX', 'CONCAVEFLAT', 'CONVEXCONVEX', 'FLATCONVEX', 'FLATFLAT', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcTank,FirstCurvatureRadius,real
IfcTank,NominalDepth,real
IfcTank,NominalLengthOrDiameter,real
IfcTank,NominalWidthOrDiameter,real
IfcTank,OperatingWeight,real
IfcTank,PatternType,"['HORIZONTALCYLINDER', 'NOTKNOWN', 'OTHER', 'RECTANGULAR', 'UNSET', 'VERTICALCYLINDER']"
IfcTank,Reference,string
IfcTank,SecondCurvatureRadius,real
IfcTank,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcTank,StorageType,"['FUEL', 'ICE', 'NOTKNOWN', 'OIL', 'OTHER', 'POTABLEWATER', 'RAINWATER', 'UNSET', 'WASTEWATER', 'WATER']"
IfcTank,TankNominalCapacity,real
IfcTank,EndShapeType,"['CONCAVECONVEX', 'CONCAVEFLAT', 'CONVEXCONVEX', 'FLATCONVEX', 'FLATFLAT', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcTank,FirstCurvatureRadius,real
IfcTank,PatternType,"['HORIZONTALCYLINDER', 'NOTKNOWN', 'OTHER', 'RECTANGULAR', 'UNSET', 'VERTICALCYLINDER']"
IfcTank,SecondCurvatureRadius,real
IfcTank,SectionLength,real
IfcTank,SectionWidth,real
IfcTank,GrossWeight,real
IfcTank,NetWeight,real
IfcTank,TotalSurfaceArea,real
IfcTubeBundle,FoulingFactor,real
IfcTubeBundle,HasTurbulator,"['TRUE', 'FALSE']"
IfcTubeBundle,HorizontalSpacing,real
IfcTubeBundle,InLineRowSpacing,real
IfcTubeBundle,InsideDiameter,real
IfcTubeBundle,Length,real
IfcTubeBundle,NominalDiameter,real
IfcTubeBundle,OutsideDiameter,real
IfcTubeBundle,Reference,string
IfcTubeBundle,StaggeredRowSpacing,real
IfcTubeBundle,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcTubeBundle,ThermalConductivity,real
IfcTubeBundle,VerticalSpacing,real
IfcTubeBundle,Volume,real
IfcTubeBundle,GrossWeight,real
IfcTubeBundle,NetWeight,real
IfcUnitaryEquipment,Reference,string
IfcUnitaryEquipment,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcUnitaryEquipment,GrossWeight,real
IfcValve,CloseOffRating,real
IfcValve,FlowCoefficient,real
IfcValve,Reference,string
IfcValve,Size,real
IfcValve,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcValve,TestPressure,real
IfcValve,ValveMechanism,"['BALL', 'BUTTERFLY', 'CONFIGUREDGATE', 'GLAND', 'GLOBE', 'LUBRICATEDPLUG', 'NEEDLE', 'NOTKNOWN', 'OTHER', 'PARALLELSLIDE', 'PLUG', 'UNSET', 'WEDGEGATE']"
IfcValve,ValveOperation,"['DROPWEIGHT', 'FLOAT', 'HYDRAULIC', 'LEVER', 'LOCKSHIELD', 'MOTORIZED', 'NOTKNOWN', 'OTHER', 'PNEUMATIC', 'SOLENOID', 'SPRING', 'THERMOSTATIC', 'UNSET', 'WHEEL']"
IfcValve,ValvePattern,"['ANGLED_2_PORT', 'CROSSOVER_4_PORT', 'NOTKNOWN', 'OTHER', 'SINGLEPORT', 'STRAIGHT_2_PORT', 'STRAIGHT_3_PORT', 'UNSET']"
IfcValve,WorkingPressure,real
IfcValve,GrossWeight,real
IfcVibrationIsolator,IsolatorCompressibility,real
IfcVibrationIsolator,IsolatorStaticDeflection,real
IfcVibrationIsolator,MaximumSupportedWeight,real
IfcVibrationIsolator,NominalHeight,real
IfcVibrationIsolator,Reference,string
IfcVibrationIsolator,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcVibrationIsolator,VibrationTransmissibility,real
IfcVibrationIsolator,GrossWeight,real
IfcActor,Country,string
IfcActor,Description,string
IfcActor,InternalLocation,string
IfcActor,PagerNumber,string
IfcActor,PostalBox,string
IfcActor,PostalCode,string
IfcActor,Purpose,"['DISTRIBUTIONPOINT', 'HOME', 'OFFICE', 'OTHER', 'SITE', 'NOTKNOWN', 'UNSET']"
IfcActor,Region,string
IfcActor,Town,string
IfcActor,UserDefinedPurpose,string
IfcActor,WWWHomePageURL,string
IfcActor,ActorCategory,string
IfcActor,SkillLevel,string
IfcContext,LongName,string
IfcContext,ObjectType,string
IfcContext,Phase,string
IfcControl,Identification,string
IfcGroup,AssociatedActivity,string
IfcGroup,AssociatedLocation,string
IfcGroup,AssociatedProduct,string
IfcGroup,MitigatedRiskConsequence,"['CONSIDERABLE', 'CRITICAL', 'HIGH', 'INSIGNIFICANT', 'LOW', 'MODERATE', 'NOTKNOWN', 'OTHER', 'SOME', 'UNSET', 'VERYHIGH', 'VERYLOW']"
IfcGroup,MitigatedRiskLikelihood,"['CONSIDERABLE', 'CRITICAL', 'HIGH', 'INSIGNIFICANT', 'LOW', 'MODERATE', 'NOTKNOWN', 'OTHER', 'SOME', 'UNSET', 'VERYHIGH', 'VERYLOW']"
IfcGroup,MitigatedRiskSignificance,"['CONSIDERABLE', 'CRITICAL', 'HIGH', 'INSIGNIFICANT', 'LOW', 'MODERATE', 'NOTKNOWN', 'OTHER', 'SOME', 'UNSET', 'VERYHIGH', 'VERYLOW']"
IfcGroup,MitigationPlanned,string
IfcGroup,MitigationProposed,string
IfcGroup,NatureOfRisk,string
IfcGroup,RiskAssessmentMethodology,string
IfcGroup,RiskName,string
